candidate_id,project,repo,source_type,number,state,title,url,evidence_role,primary_deviation_symptom,primary_factor_category,primary_affected_phase,deviation_symptoms,factor_categories,affected_phases,symptom_evidence_quote,factor_evidence_quote,phase_evidence_quote,created_at,updated_at,closed_at,comment_count
github_issue::isaac-sim/IsaacLab::1898,Isaac Lab,isaac-sim/IsaacLab,issue,1898,closed,[Question] Legged Robot Foot Contact Penetratiom,https://github.com/isaac-sim/IsaacLab/issues/1898,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,one of its feet penetrates the ground,,running a trained policy,2025-02-18T04:12:26Z,2025-03-21T15:15:32Z,2025-03-21T15:15:32Z,3
github_issue::isaac-sim/IsaacLab::489,Isaac Lab,isaac-sim/IsaacLab,issue,489,closed,Random seeds and environment creation,https://github.com/isaac-sim/IsaacLab/issues/489,factor_only,unknown_or_not_applicable,seed_or_randomness,environment_reset,unknown_or_not_applicable,seed_or_randomness,environment_reset,,the random seeds does not have an impact on the environment randomization.,I randomize the mass in a startup event,2024-06-13T08:13:48Z,2024-09-06T12:15:08Z,2024-09-06T12:15:08Z,3
github_issue::isaac-sim/IsaacLab::230,Isaac Lab,isaac-sim/IsaacLab,issue,230,closed,[Bug Report] Problem with offscreen_render for recording video during training,https://github.com/isaac-sim/IsaacLab/issues/230,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,'RLTaskEnv' object has no attribute 'action_manager',The error is produced because when the gymnasium script video_recorder.py is called to close() it actually closes the whole environment,self.env.step(actions),2024-02-05T19:56:32Z,2024-07-28T11:04:39Z,2024-04-02T16:25:22Z,6
github_issue::isaac-sim/IsaacLab::4375,Isaac Lab,isaac-sim/IsaacLab,issue,4375,closed,[Bug Report] Smooth Cylinder Collisions cause Non-Deterministic Simulation,https://github.com/isaac-sim/IsaacLab/issues/4375,deviation_and_factor,evaluation_instability_or_flakiness,simulator_physics_rendering,rollout_execution,evaluation_instability_or_flakiness,simulator_physics_rendering,rollout_execution,comparing the rewards for different RL training runs in tensorboard,Using the stage setting --/physics/collisionApproximateCylinders=true ... results in consistent results ... smooth cylinder collision may be at fault,Running simulations using a wheeled robot ... on triangle mesh terrain leads to non-deterministic simulations,2026-01-13T13:09:52Z,2026-04-03T13:53:23Z,2026-04-03T13:53:23Z,2
github_issue::isaac-sim/IsaacLab::3962,Isaac Lab,isaac-sim/IsaacLab,issue,3962,closed,[Bug Report] The obs of camera (images) have different values even for same environments each time i start new simulation.,https://github.com/isaac-sim/IsaacLab/issues/3962,factor_only,unknown_or_not_applicable,simulator_physics_rendering,environment_reset,unknown_or_not_applicable,simulator_physics_rendering,environment_reset,,the obs of camera have different values even for same environments each time i start new simulation.,"every time reset the environment, the objects don't move. But the obs of camera has different values.",2025-11-07T11:08:43Z,2025-12-09T21:33:16Z,2025-12-09T21:33:16Z,3
github_issue::isaac-sim/IsaacLab::117,Isaac Lab,isaac-sim/IsaacLab,issue,117,closed,"[Bug Report] Error in ""Training an agent with SKRL on Isaac-Reach-Franka-v0""",https://github.com/isaac-sim/IsaacLab/issues/117,deviation_and_factor,success_rate_drop_or_mismatch,dependency_runtime_environment,rollout_execution,success_rate_drop_or_mismatch,dependency_runtime_environment,rollout_execution,"with exactly the same parameters and environments (same tasks), 1.0.0 and 0.10.2 their performance is quite different, in which in 0.10.2, my robot can successfully grasp the object, whereas 1.0.0 absolutely does not.",skrl-v1.0.0 introduced some breaking changes regarding to model instantiators.,,2023-09-14T06:52:58Z,2024-07-29T09:28:09Z,2024-07-29T09:28:09Z,3
github_issue::isaac-sim/IsaacLab::6001,Isaac Lab,isaac-sim/IsaacLab,issue,6001,closed,[Newton] randomize_rigid_body_scale does not affect collision geometry under Newton/MJWarp backend,https://github.com/isaac-sim/IsaacLab/issues/6001,factor_only,unknown_or_not_applicable,simulator_physics_rendering,environment_reset,unknown_or_not_applicable,simulator_physics_rendering,environment_reset,,Newton backend: rest_z constant across envs in both replicate_physics modes (authored per-env scale ignored by the collision geometry).,Newton backend: rest_z constant across envs in both replicate_physics modes (authored per-env scale ignored by the collision geometry).,2026-06-05T22:20:49Z,2026-06-05T22:23:24Z,2026-06-05T22:23:24Z,1
github_issue::isaac-sim/IsaacLab::5359,Isaac Lab,isaac-sim/IsaacLab,issue,5359,closed,[Bug Report] RigidObject pose writes leave FK and MuJuCo warmstart stale,https://github.com/isaac-sim/IsaacLab/issues/5359,deviation_and_factor,rollout_behavior_anomaly,simulator_physics_rendering,environment_reset,rollout_behavior_anomaly,simulator_physics_rendering,environment_reset,spurious ~3 cm/s velocity on the moved body,"do not (a) call SimulationManager.invalidate_fk() or (b) clear solver.mjw_data.qacc_warmstart[env_ids, :]","RigidObject.write_root_pose_to_sim_{index,mask}",2026-04-22T21:36:22Z,2026-04-23T22:15:38Z,2026-04-23T22:15:37Z,2
github_issue::isaac-sim/IsaacLab::3266,Isaac Lab,isaac-sim/IsaacLab,issue,3266,closed,[Bug Report] randomize_joint_parameters only updates static friction and may violate PhysX constraint (static < dynamic friction),https://github.com/isaac-sim/IsaacLab/issues/3266,factor_only,unknown_or_not_applicable,simulator_physics_rendering,environment_reset,unknown_or_not_applicable,simulator_physics_rendering,environment_reset,,Only the static friction is updated.,"mode=""reset""",2025-08-25T09:38:32Z,2025-09-29T21:34:58Z,2025-09-29T21:34:58Z,3
github_issue::isaac-sim/IsaacLab::3035,Isaac Lab,isaac-sim/IsaacLab,issue,3035,closed,[Question] Actor Goes Wild Like Popcorn When Randomly Resetting Poes with Pitch and Yaw,https://github.com/isaac-sim/IsaacLab/issues/3035,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,environment_reset,rollout_behavior_anomaly,unknown_or_not_specified,environment_reset;rollout_execution,the actor goes wild like popcorn,,"Pitch and yaw are sampled from (-3.14, 3.14).",2025-07-28T07:28:43Z,2025-08-22T21:30:37Z,2025-08-22T21:30:37Z,3
github_issue::isaac-sim/IsaacLab::3098,Isaac Lab,isaac-sim/IsaacLab,issue,3098,closed,[Question] Deploying SKRL Policy from IsaacLab to IsaacSim,https://github.com/isaac-sim/IsaacLab/issues/3098,deviation_and_factor,rollout_behavior_anomaly,reset_or_initial_state,rollout_execution,rollout_behavior_anomaly,reset_or_initial_state,rollout_execution;environment_reset,"the model is moving ""randomly"" crazy.",the initial position of the robot in Isaac Sim is not standing.,"I want to validate it in IsaacSim but that the model is moving ""randomly"" crazy.",2025-08-06T06:40:21Z,2025-08-07T12:22:03Z,2025-08-07T12:22:03Z,1
github_issue::isaac-sim/IsaacLab::1833,Isaac Lab,isaac-sim/IsaacLab,issue,1833,closed,"[Question] In the imitation learning Lift task, the target position during replay is inconsistent with the collected data.",https://github.com/isaac-sim/IsaacLab/issues/1833,deviation_only,evaluation_crash_or_failure,unknown_or_not_specified,rollout_execution,evaluation_crash_or_failure,unknown_or_not_specified,rollout_execution,"the target position being randomly generated while replaying the collected human demonstrations, causing all these episodes to be marked as failures.",,when replaying the collected dataset,2025-02-11T09:04:57Z,2025-04-02T17:58:31Z,2025-04-02T17:58:30Z,9
github_issue::isaac-sim/IsaacLab::665,Isaac Lab,isaac-sim/IsaacLab,issue,665,closed,[Bug Report] Joint friction randomization,https://github.com/isaac-sim/IsaacLab/issues/665,deviation_and_factor,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,"The issue is that all environments behave the same, indicating that the DoF friction randomization did not take place.",Randomizing joint friction is not working.,all environments behave the same,2024-07-10T09:57:09Z,2025-02-08T12:54:12Z,2025-01-05T05:24:53Z,6
github_issue::isaac-sim/IsaacLab::911,Isaac Lab,isaac-sim/IsaacLab,issue,911,closed,[Bug Report] Ik Absolute seems to not work properly with rotated base frame,https://github.com/isaac-sim/IsaacLab/issues/911,deviation_and_factor,rollout_behavior_anomaly,action_controller_interface,rollout_execution,rollout_behavior_anomaly,action_controller_interface,rollout_execution,the rotation seems to cause the robot unable to track the target pose stably,We don't read the robot's base pose for adjusting the geometric Jacobian and end-effector targets.,step constant action in robot base frame,2024-08-30T23:07:58Z,2024-12-12T04:42:17Z,2024-12-12T04:42:17Z,14
github_issue::simpler-env/SimplerEnv::130,SimplerEnv,simpler-env/SimplerEnv,issue,130,open,Inconsistent Simulation Environment,https://github.com/simpler-env/SimplerEnv/issues/130,factor_only,unknown_or_not_applicable,seed_or_randomness,environment_reset,unknown_or_not_applicable,seed_or_randomness,environment_reset,,This inconsistency persists even when using a consistent seed.,,2026-04-08T09:00:56Z,2026-04-08T09:00:56Z,,0
github_issue::simpler-env/SimplerEnv::89,SimplerEnv,simpler-env/SimplerEnv,issue,89,open,Hang when creating env,https://github.com/simpler-env/SimplerEnv/issues/89,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,benchmark_or_eval_setup,evaluation_crash_or_failure,dependency_runtime_environment,benchmark_or_eval_setup,"then the program hang here env = build_maniskill2_env( env_name, **additional_env_build_kwargs, **kwargs, ) and cannot be shut down","I notice you are using sapien 3 but the code is for maniskill 2, which is incompatible",,2025-05-01T21:36:44Z,2025-05-20T17:57:41Z,,14
github_issue::simpler-env/SimplerEnv::87,SimplerEnv,simpler-env/SimplerEnv,issue,87,open,Potential memory leak on Maniskill3?,https://github.com/simpler-env/SimplerEnv/issues/87,factor_only,unknown_or_not_applicable,simulator_physics_rendering,benchmark_or_eval_setup,unknown_or_not_applicable,simulator_physics_rendering,benchmark_or_eval_setup,,the VRAM does not drop when an env is closed.,"I make env A, do some parallel testing, make sure to close and delete this env by calling env.close() and del env, and make env B, rinse and repeat.",2025-04-28T16:55:09Z,2025-05-02T11:10:22Z,,6
github_issue::simpler-env/SimplerEnv::36,SimplerEnv,simpler-env/SimplerEnv,issue,36,closed,Error when evaluation in parallel environments,https://github.com/simpler-env/SimplerEnv/issues/36,deviation_and_factor,evaluation_crash_or_failure,simulator_physics_rendering,environment_reset,evaluation_crash_or_failure,simulator_physics_rendering,environment_reset,RuntimeError: vk::Device::waitForFences: ErrorDeviceLost,We don't have an implementation of a GPU parallelized version of the google robot's controller.,env = simpler_env.make(env_name),2024-09-03T06:15:37Z,2024-10-01T07:45:25Z,2024-09-22T06:18:32Z,3
github_issue::simpler-env/SimplerEnv::125,SimplerEnv,simpler-env/SimplerEnv,issue,125,open,Different results of configuration evaluation during simulation,https://github.com/simpler-env/SimplerEnv/issues/125,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,I run the script rt1x_bridge.sh and my results don't match yours.,,I run the script rt1x_bridge.sh,2025-12-17T09:08:11Z,2025-12-19T07:13:12Z,,2
github_issue::simpler-env/SimplerEnv::68,SimplerEnv,simpler-env/SimplerEnv,issue,68,open,RuntimeError: vk::PhysicalDevice::createDeviceUnique: ErrorExtensionNotPresent,https://github.com/simpler-env/SimplerEnv/issues/68,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,The error occurs after running 10 episodes on all policies.,"DISPLAY="""" CUDA_VISIBLE_DEVICES=0 VK_ICD_FILENAMES=/usr/share/vulkan/icd.d/nvidia_icd.json I solved it by this",self._renderer = sapien.SapienRenderer,2025-02-18T07:29:13Z,2025-11-29T11:01:49Z,,19
github_issue::simpler-env/SimplerEnv::17,SimplerEnv,simpler-env/SimplerEnv,issue,17,closed,Enabling ray tracing cause the crash,https://github.com/simpler-env/SimplerEnv/issues/17,deviation_only,evaluation_crash_or_failure,unknown_or_not_specified,rollout_execution,evaluation_crash_or_failure;setup_sensitive_result,unknown_or_not_specified,rollout_execution,"when i add this option back, the env crashed and reported: ... Segmentation fault",,python simpler_env/main_inference.py,2024-07-24T08:53:32Z,2025-05-10T19:23:32Z,2024-07-26T02:13:25Z,9
github_issue::simpler-env/SimplerEnv::47,SimplerEnv,simpler-env/SimplerEnv,issue,47,closed,In multiple GPUs: RuntimeError: vk::PhysicalDevice::createDeviceUnique: ErrorInitializationFailed #20,https://github.com/simpler-env/SimplerEnv/issues/47,deviation_and_factor,evaluation_crash_or_failure,simulator_physics_rendering,benchmark_or_eval_setup,evaluation_crash_or_failure,simulator_physics_rendering;dependency_runtime_environment,benchmark_or_eval_setup;runtime_or_dependency_setup,"The simulator works well when using the default CUDA device 0, but it failed in any other devices",it has better support and less bugs related to rendering/gpus,when starting the environment in a non-zero device,2024-10-31T08:33:08Z,2025-03-12T00:36:06Z,2025-03-12T00:36:05Z,9
github_issue::simpler-env/SimplerEnv::6,SimplerEnv,simpler-env/SimplerEnv,issue,6,closed,`Segmentation fault (core dumped)` error when calling `env.step()` inside a docker,https://github.com/simpler-env/SimplerEnv/issues/6,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,Segmentation fault (core dumped) error shows up when calling env.step(),I think I got the problem. Numpy recently released 2.0.0! ... so you just install a 1.26.4 numpy and the example.py works just fine.,calling env.step(),2024-06-25T04:12:34Z,2024-07-13T14:44:04Z,2024-07-13T14:44:04Z,21
github_issue::simpler-env/SimplerEnv::126,SimplerEnv,simpler-env/SimplerEnv,issue,126,closed,A segmentation fault occurred during the evaluation process on the headless server.,https://github.com/simpler-env/SimplerEnv/issues/126,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,"Whenever I run the function run_maniskill2_eval_single_episode() two or three times, the program will encounter a segmentation fault.","The problem occurred when the CUDA version of the graphics card driver was 13.0. I tried running the server with the graphics card driver set to 12.4, and it worked successfully.",,2025-12-20T08:00:26Z,2025-12-20T13:27:51Z,2025-12-20T12:59:39Z,5
github_issue::simpler-env/SimplerEnv::122,SimplerEnv,simpler-env/SimplerEnv,issue,122,open,Segmentation fault when evaluating in simpler_env,https://github.com/simpler-env/SimplerEnv/issues/122,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,the process consistently crashes with Segmentation fault (core dumped) after completing two episodes,"My issue occurred when the CUDA version of the graphics card driver was 13.0. I tried using a server with a graphics card driver version of 12.4, and it successfully ran.",python simpler_env/main_inference.py,2025-10-14T08:24:46Z,2025-12-20T13:00:43Z,,9
github_issue::simpler-env/SimplerEnv::7,SimplerEnv,simpler-env/SimplerEnv,issue,7,closed,[error] GLFW error: X11: Failed to open display,https://github.com/simpler-env/SimplerEnv/issues/7,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,RuntimeError: Cannot find a suitable rendering device,GLFW error: X11: Failed to open display,I just try to evaluate `octo` and custom my new policy.,2024-06-29T22:18:50Z,2025-06-24T17:41:38Z,2024-07-01T16:36:13Z,5
github_issue::simpler-env/SimplerEnv::90,SimplerEnv,simpler-env/SimplerEnv,issue,90,open,Bug when run maniskill3 branch,https://github.com/simpler-env/SimplerEnv/issues/90,deviation_and_factor,evaluation_crash_or_failure,evaluation_script_harness,benchmark_or_eval_setup,evaluation_crash_or_failure,evaluation_script_harness,benchmark_or_eval_setup,TypeError: BaseEnv.__init__() got an unexpected keyword argument 'robot',"The code might be a bit outdated now, there was a few small changes to maniskill3 API.","File ""/home/user1/workspace/SimplerEnv/simpler_env/evaluation/maniskill2_evaluator.py"", line 63, in run_maniskill2_eval_single_episode",2025-05-02T01:33:44Z,2025-06-04T07:37:45Z,,2
github_issue::simpler-env/SimplerEnv::92,SimplerEnv,simpler-env/SimplerEnv,issue,92,closed,SimplerEnv-OpenVLA: openvla evaluation issue!,https://github.com/simpler-env/SimplerEnv/issues/92,deviation_and_factor,setup_sensitive_result,simulator_physics_rendering,rollout_execution,setup_sensitive_result,simulator_physics_rendering,rollout_execution,There is not even one successful step,Openvla is known to be quite brittle to simpler bridge visuals (it's not trained w/ data augmentation),,2025-05-05T16:27:49Z,2025-05-20T04:27:03Z,2025-05-20T04:27:03Z,1
github_issue::simpler-env/SimplerEnv::76,SimplerEnv,simpler-env/SimplerEnv,issue,76,closed,Segmentation Error when load model to device.,https://github.com/simpler-env/SimplerEnv/issues/76,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,Segmentation fault (core dumped),"degrade numpy from 1.26.4 to 1.24, it works .",bash scripts/run_openvla.sh,2025-03-08T23:03:35Z,2025-05-10T19:29:45Z,2025-03-13T20:57:27Z,3
github_issue::simpler-env/SimplerEnv::71,SimplerEnv,simpler-env/SimplerEnv,issue,71,closed,Failed to build maniskill2_environment,https://github.com/simpler-env/SimplerEnv/issues/71,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,my script appeared to hang during the creation of the ManiSkill2 environment,I re-installed the virtual environment and the problem is solved.,"env = build_maniskill2_env( env_name, **additional_env_build_kwargs, **kwargs, )",2025-02-23T08:46:56Z,2025-05-02T00:23:39Z,2025-02-25T03:51:54Z,3
github_issue::simpler-env/SimplerEnv::34,SimplerEnv,simpler-env/SimplerEnv,issue,34,closed,RuntimeError: vk::Instance::enumeratePhysicalDevices: ErrorInitializationFailed,https://github.com/simpler-env/SimplerEnv/issues/34,deviation_only,evaluation_crash_or_failure,unknown_or_not_specified,runtime_or_dependency_setup,evaluation_crash_or_failure,unknown_or_not_specified,runtime_or_dependency_setup,Meet the error : RuntimeError: vk::Instance::enumeratePhysicalDevices: ErrorInitializationFailed,,,2024-08-24T05:45:49Z,2025-04-29T22:32:22Z,2024-09-03T15:23:23Z,4
github_issue::simpler-env/SimplerEnv::41,SimplerEnv,simpler-env/SimplerEnv,issue,41,closed,How to adjust camera angle to be a simulated camera on top of the robotic arm?,https://github.com/simpler-env/SimplerEnv/issues/41,deviation_and_factor,evaluation_crash_or_failure,evaluation_script_harness,metric_computation,evaluation_crash_or_failure,evaluation_script_harness,metric_computation,avg_sim_success is nan,"This script you have run is for calculating metrics according to our paper, not for OpenVLA evaluation.",assert perf_sim.shape == perf_real.shape,2024-10-02T21:30:13Z,2024-11-14T21:13:11Z,2024-11-14T21:13:11Z,3
github_issue::simpler-env/SimplerEnv::20,SimplerEnv,simpler-env/SimplerEnv,issue,20,closed,RuntimeError: vk::PhysicalDevice::createDeviceUnique: ErrorInitializationFailed,https://github.com/simpler-env/SimplerEnv/issues/20,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,RuntimeError: vk::PhysicalDevice::createDeviceUnique: ErrorInitializationFailed,RuntimeError: vk::PhysicalDevice::createDeviceUnique: ErrorInitializationFailed,"File ""/home/user/SimplerEnv/simpler_env/evaluation/maniskill2_evaluator.py"", line 215, in maniskill2_evaluator",2024-08-02T09:39:47Z,2024-08-13T23:44:14Z,2024-08-13T23:44:14Z,2
github_issue::simpler-env/SimplerEnv::119,SimplerEnv,simpler-env/SimplerEnv,issue,119,closed,RuntimeError: 'gymnasium.wrappers.common.TimeLimit' object has no attribute 'get_language_instruction',https://github.com/simpler-env/SimplerEnv/issues/119,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,evaluation_crash_or_failure,dependency_runtime_environment,runtime_or_dependency_setup,RuntimeError: 'gymnasium.wrappers.common.TimeLimit' object has no attribute 'get_language_instruction',I figured it out by downgrade the version of gymnasium to 0.29.1.,when I evaluate RT-1 on your benchmark,2025-10-02T15:35:01Z,2025-10-03T04:48:45Z,2025-10-03T04:48:45Z,3
github_issue::simpler-env/SimplerEnv::108,SimplerEnv,simpler-env/SimplerEnv,issue,108,closed,Unstable success rates for evaluating OpenVLA,https://github.com/simpler-env/SimplerEnv/issues/108,deviation_and_factor,evaluation_instability_or_flakiness,evaluation_script_harness,benchmark_or_eval_setup,evaluation_instability_or_flakiness,evaluation_script_harness,benchmark_or_eval_setup,"the success rates are very unstable, For example, for the same model files, SR may differ from 16% to 40%",25 trials is too noisy; paper's results were based on 75 trials.,,2025-06-23T08:00:25Z,2025-07-01T03:06:00Z,2025-07-01T03:06:00Z,2
github_issue::simpler-env/SimplerEnv::95,SimplerEnv,simpler-env/SimplerEnv,issue,95,closed,Coordinate Representations: SimplerEnv vs. Libero,https://github.com/simpler-env/SimplerEnv/issues/95,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,all publications report successes around 80% and I barely get any observation right.,,run the Libero benchmark,2025-05-15T19:12:14Z,2025-05-27T23:18:23Z,2025-05-27T23:18:23Z,1
github_issue::simpler-env/SimplerEnv::129,SimplerEnv,simpler-env/SimplerEnv,issue,129,open,Overly Optimistic / Incorrect Success Criteria in WidowX Tasks,https://github.com/simpler-env/SimplerEnv/issues/129,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,metric_computation,success_rate_drop_or_mismatch,unknown_or_not_specified,metric_computation,The reported success rate looks much higher than it actually is.,,the success metric feels really off,2026-03-26T14:11:22Z,2026-04-13T02:44:38Z,,2
github_issue::simpler-env/SimplerEnv::19,SimplerEnv,simpler-env/SimplerEnv,issue,19,closed,Octo behaves strange,https://github.com/simpler-env/SimplerEnv/issues/19,deviation_and_factor,rollout_behavior_anomaly,simulator_physics_rendering,rollout_execution,rollout_behavior_anomaly;setup_sensitive_result,simulator_physics_rendering,rollout_execution,the octo performance feels like an error in the output mapping to the simulation engine.,I tested different backgrounds and different settings and found that Octo's performance was very different.,,2024-08-02T08:02:57Z,2024-08-06T09:26:16Z,2024-08-05T03:16:36Z,3
github_issue::simpler-env/SimplerEnv::69,SimplerEnv,simpler-env/SimplerEnv,issue,69,closed,Segmentation Error when exiting program,https://github.com/simpler-env/SimplerEnv/issues/69,deviation_only,evaluation_crash_or_failure,unknown_or_not_specified,benchmark_or_eval_setup,evaluation_crash_or_failure,unknown_or_not_specified,benchmark_or_eval_setup,"During the batch assessment, I also encountered a segmentation fault. It usually occurred after running the function run_maniskill2_eval_single_episode() twice, which prevented the assessment from proceeding normally.",,prevented the assessment from proceeding normally,2025-02-18T08:48:26Z,2025-12-20T07:17:40Z,2025-02-20T05:35:34Z,4
github_pr::simpler-env/SimplerEnv::10,SimplerEnv,simpler-env/SimplerEnv,pr,10,open,openvla policy intergration,https://github.com/simpler-env/SimplerEnv/pull/10,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,sim visual matching success {'openvla': 0.0},,,2024-07-05T10:27:04Z,2025-08-28T12:51:29Z,,54
github_issue::openvla/openvla::335,OpenVLA,openvla/openvla,issue,335,open,Low success rate on Libero-object,https://github.com/openvla/openvla/issues/335,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,the success rate is only 69.4% (19.0% lower than the reported results 88.4%),,evaluated on Libero-object dataset,2026-05-05T03:21:07Z,2026-06-12T05:47:57Z,,2
github_issue::openvla/openvla::250,OpenVLA,openvla/openvla,issue,250,open,Reproducibility for regenerate_libero_dataset.py,https://github.com/openvla/openvla/issues/250,deviation_only,setup_sensitive_result,unknown_or_not_specified,benchmark_or_eval_setup,setup_sensitive_result,unknown_or_not_specified,benchmark_or_eval_setup,"libero 10: 395/500 were kept, which deviate from the number reported in the paper the most!",,So I am trying to regenrate the dataset using the provided regenerate_libero_dataset.py.,2025-04-28T21:49:03Z,2026-04-02T02:48:18Z,,1
github_issue::openvla/openvla::215,OpenVLA,openvla/openvla,issue,215,open,The details of fine-tuning Octo using LIBERO,https://github.com/openvla/openvla/issues/215,deviation_and_factor,success_rate_drop_or_mismatch,evaluation_script_harness,benchmark_or_eval_setup,success_rate_drop_or_mismatch;rollout_behavior_anomaly,evaluation_script_harness,benchmark_or_eval_setup,the success rate in the evaluation always comes out as 0.,I tried the rollout_callback in octo/scripts/finetune.py but it seems not work (ERROR code: cannot recognize key unnormalization_statistics),,2025-02-26T09:12:36Z,2025-12-07T17:14:18Z,,22
github_issue::openvla/openvla::282,OpenVLA,openvla/openvla,issue,282,closed,Significantly Lower Success Rate on LIBERO-Object Benchmark,https://github.com/openvla/openvla/issues/282,deviation_and_factor,success_rate_drop_or_mismatch,dependency_runtime_environment,rollout_execution,success_rate_drop_or_mismatch,dependency_runtime_environment,rollout_execution,I consistently observe a much lower success rate compared to the numbers reported in the original paper.,The only change is `pip install mujoco==3.3.2`,,2025-07-20T17:47:14Z,2025-08-20T11:10:56Z,2025-08-20T11:10:56Z,11
github_issue::openvla/openvla::186,OpenVLA,openvla/openvla,issue,186,closed,LIBERO evaluation issue,https://github.com/openvla/openvla/issues/186,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,Floating point exception (core dumped),I have figured out that my problem is caused by the different floating point of the GPU I used. I have used H20,,2024-12-25T13:37:04Z,2025-01-15T10:06:38Z,2025-01-03T09:21:33Z,8
github_issue::openvla/openvla::305,OpenVLA,openvla/openvla,issue,305,open,Problem on Testing OpenVLA on Isaac sim,https://github.com/openvla/openvla/issues/305,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,the robot only moves upward along the Z-axis instead of executing the intended actions.,,the robot only moves upward along the Z-axis instead of executing the intended actions.,2025-10-01T00:55:37Z,2026-02-13T05:56:27Z,,6
github_issue::openvla/openvla::304,OpenVLA,openvla/openvla,issue,304,closed,OPENVLA finetuned on custom dataset have very low performance,https://github.com/openvla/openvla/issues/304,deviation_and_factor,success_rate_drop_or_mismatch,data_dataset_format,rollout_execution,success_rate_drop_or_mismatch,data_dataset_format,rollout_execution,"the robot still can't seem to grasp and move the cube to the tray, some occasions it can grasp the cube, and sometimes it can grab and put the cube inside the tray (very low success rate)",I found out the problem was because there are 2 consecutive frames of image observation with the same robot states.,"for the inference, the robot still can't seem to grasp and move the cube to the tray",2025-09-18T04:32:43Z,2026-02-11T06:56:10Z,2025-10-22T06:34:24Z,8
github_issue::openvla/openvla::162,OpenVLA,openvla/openvla,issue,162,closed,Codebase/Checkpoints for diffusoin policy on libero,https://github.com/openvla/openvla/issues/162,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,I can only reach **0% succ rate** for even a simple task,,,2024-11-24T22:46:40Z,2026-02-03T14:34:36Z,2024-12-11T22:43:17Z,6
github_issue::openvla/openvla::320,OpenVLA,openvla/openvla,issue,320,open,Low task success rate for Google_Robot (SIMPLER),https://github.com/openvla/openvla/issues/320,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch;rollout_behavior_anomaly,unknown_or_not_specified,benchmark_or_eval_setup;rollout_execution,the performance was quite unexpected.,,Using the same eval script I tried google_robot task suite,2026-01-07T14:25:01Z,2026-01-07T14:33:55Z,,0
